Garlic Mashed Potatoes,"['▢ 2 lbs Yukon gold potatoes, peeled and cubed, 4 medium ▢ 4 large garlic cloves, peeled and halved▢ 1/4 cup light sour cream▢ 1/2 cup chicken broth, sub vegetable broth for vegetarian▢ 1/4 cup fat free milk▢ 1 tbsp whipped butter▢ kosher salt,  to taste▢ fresh ground black pepper, to taste▢ 1 tbsp fresh herbs such as parsley, thyme or chives']",10,"[""Put the potatoes and garlic in a large pot with salt and enough water to cover. Bring to a boil.Cover and reduce heat. Simmer for 20 minutes or until potatoes are tender.Drain and return potatoes and garlic to pan over low heat.\xa0Add sour cream and remaining ingredients. Using a masher, mash until smooth and if it's too watery, let it cook a few minutes until the texture is perfect.Season with salt and pepper to taste. Garnish with herbs.""]",American,Side Dish
High-Protein Enchilada Scrambled Eggs,"['▢ 3/4 cup egg whites,  or 1 large egg with 1/2 cup egg whites▢ 1/8 teaspoon adobo seasoning▢ 1/4 cup homemade enchilada sauce, or your favorite jarred▢ 2 tablespoons cheddar cheese,  or dairy free cheddar like violife▢ 1/4 cup scallion, chopped▢ 1/2 small avocado, 2 oz']",2,"['Beat egg and egg whites with adobo seasoning. If you use all egg whites, you can add a little sazon to the egg for color, optional.Spray a small skillet with oil over medium high heat.When hot add the eggs and cook on medium heat until just set, stirring, about 2 to 3 minutes.Top with enchilada sauce, cheese and cover the skillet.Cook low until the cheese melts, 1 to 2 minutes.Remove from heat and top with avocado and scallions.']",American,Breakfast
Creamy Roasted Acorn Squash Soup,"['▢ 2 medium red onions, peeled and quartered▢ 2 1/2 pounds acorn squash, cut into wedges▢ 1 tablespoon extra-virgin olive oil▢ 1/2 teaspoon Kosher sea salt, plus more to taste▢ 6 cups vegetable broth▢ 2 teaspoons fresh ginger, minced ▢ 3/4 teaspoon ground turmeric▢ Pinch of cayenne pepper, plus more to taste▢ 1/4 cup unsalted cashews, plus optional more chopped for garnish▢ 2 tablespoons finely chopped fresh cilantro, to serve']",15,"['Preheat the oven to 375°F. Line a large baking sheet with a silicone liner or parchment paper.Place broth in a large pot and bring the broth to a gentle simmer, covered.Toss the onions and acorn squash with oil and salt and spread out on the prepared baking sheet. Roast for about 40 min, until the vegetables are cooked but not burnt.Meanwhile, place the cashews in a small bowl and top with 3/4 of the hot broth.Allow the mixture to stand 10 minutes to soften the nuts.When the vegetables are done, peel the squash and transfer the vegetables to the pot and add the ginger, turmeric, and cayenne.Bring the mixture to a boil, and then reduce the heat to medium and simmer, partially covered, for about 10 minutes to allow the flavors to infuse.Remove the soup from the heat and stir in the cashews. Pour the soup into your blender in batches and puree on high for 1 to 2 minutes, until smooth and creamy. (For conventional blenders, remove the small center lid cap and cover the opening with a kitchen towel so steam can escape while you blend.)Return the soup to the saucepan, season to taste, and eat warm.To serve, ladle the soup into bowls, top with cilantro and chopped cashews if using.']",American,"Dinner, Soup"
Chicken Parmesan Rolls,"['For the dough:▢ 1 cup all purpose or white whole wheat flour, plus more for dusting (5 oz) ▢ 1 1/2 teaspoons baking powder▢ 1/2 teaspoon kosher salt▢ 1 cup Stonyfield non-fat Greek yogurt, not regular, drained if there’s any liquid', 'For the filling:▢ 8 ounces grilled chicken breast, sliced (abut 2 cups)▢ 1/2 cup marinara sauce▢ 3/4 cup shredded part-skim mozzarella cheese', 'For the egg wash:▢ 1 large egg▢ sesame seeds']",25,"['In a medium bowl combine the flour, baking powder and salt and whisk well.Add the yogurt and mix with a fork or spatula until well combined, it will look like small crumbles. Lightly dust flour on a work surface and remove dough from the bowl, knead the dough a few times until smooth, not lumps. The dough will be tacky, but not sticky, about 20 turns (it should not leave dough on your hand when you pull away).Preheat the oven 425F. \xa0Line a sheet pan with a silicone mat.', 'Assemble the rolls:Divide into 4 equal balls, about 3-3/8 ounces each.Lightly sprinkle a work surface and rolling pin with flour and roll the dough out into thin rounds, 7 inches in diameter.Spread 1 tablespoon of marinara down the center of the circle in a strip, top with 1/2 cup of the chicken (2 oz) 1 tablespoon more marinara sauce and 3 tablespoons of cheese.Fold the right side of the dough over the top of the chicken then repeat with the left side.Brush the top with egg wash and sprinkle with sesame seeds. Bake\xa0until golden, 20 minutes. Serve hot.']",Italian,"Dinner, Lunch, Meal Prep, School Lunch, Snack"
Green Bean Casserole,"['▢ 2 lbs green beans, cut in half, trimmed and washed', 'For The Green Bean Topping▢ 1 tbsp olive oil▢ 1 cup shallots, finely diced▢ 1/2 cup seasoned breadcrumbs, or gluten free panko▢ 1 tbsp grated Romano or Parmesan cheese▢ 1/2 tsp dried thyme, or 1 tsp fresh', 'For the green bean mixture:▢ 1 tbsp olive oil▢ 1/3 cup shallots, minced▢ 16 oz sliced mushrooms, (I used cremini)▢ salt and black pepper, to taste▢ 1/4 cup flour, or gluten free flour▢ 1 cup reduced sodium chicken broth, or vegetable broth for vegetarian▢ 1 cup 2% milk▢ 1/4 cup grated Pecorino Romano cheese']",30,"['Boil a large pot of water, add the green beans to the boiling water and blanch for 2 minutes (or 6-8 minutes if you like them softer). Drain in a colander and rinse under cold water or an ice bath to stop them from cooking.Meanwhile make the topping,\xa0heat\xa0a medium-sized skillet over medium heat.\xa0\xa0Add\xa0the shallots and\xa0sauté\xa0about 3-5 minutes, stirring occasionally\xa0until golden brown.Reduce\xa0heat to medium-low,\xa0add\xa0breadcrumbs, grated cheese and thyme;\xa0sauté\xa0until golden brown, about 5-6 minutes, stirring frequently, careful not to burn.Preheat the oven to 375F. Lightly spray a 13 x 9 inch baking dish.Heat oil in a large sauté pan over medium-high heat. Add shallots and sauté 1 to 2 minutes. Add mushrooms, season with salt and pepper and sauté 6-8 minutes, stirring occasionally.Sprinkle flour over the mushrooms, stir constantly for about a minute, then slowly add chicken stock, then milk.Bring to a low boil, and cook stirring occasionally until thickened, about 3 minutes. Stir in grated cheese.Add blanched green beans and mix well, season with salt and pepper as needed; pour into prepared baking dish.Top\xa0with toasted breadcrumbs and\xa0bake\xa0about 30 minutes.']",American,Side Dish
Dairy-Free Heavy Cream,"['▢ 1 1⁄4 cups whole raw cashews, about 185 g▢ 3/4 cup water▢ 1 tablespoon freshly squeezed lemon juice▢ 1/4 teaspoon fine sea salt▢ 3/4 teaspoon apple cider vinegar']",5,"['In a bowl, combine the cashews with water to cover. Cover and let soak at room temperature for 4 hours. Drain the nuts, rinse well, and drain again.Transfer them to a high-speed blender, add the water, lemon juice, salt, and vinegar, and blend on high speed for about 1 minute, until very smooth and creamy. There should be no visible bits of cashew.If needed, scrape down the sides with a rubber spatula and blend again for 30 seconds.Store in an airtight container in the refrigerator for 5 days.']",American,Sauce
Garlic-Ginger Chicken Stir-Fry,"['▢ 1 1-inch knob fresh ginger,  minced▢ ⅓ cup reduced sodium soy sauce,  or GF tamari▢ 2 tablespoons rice vinegar▢ 6 cloves garlic, minced▢ 1 tablespoon granulated sugar, or sugar substitute like monk fruit▢ 2 tablespoons toasted sesame oil▢ 1 1/2 tablespoons cornstarch▢ 2 to 3 teaspoons chili paste, to taste▢ 1 1/2 pounds thin sliced boneless chicken breast cutlets, sliced into thin strips▢ 1 tablespoon vegetable oil▢ 1 medium red onion, cut into 1/2-inch chunks▢ 15 ounces baby bok choy, roughly chopped (about 6 cups)▢ 1/3 cup dry-roasted peanuts, crushed, for garnish▢ ½ cup fresh Thai or traditional basil, torn▢ Coconut jasmine rice, or cauliflower rice, optional for serving']",10,"['In a bowl whisk together the ginger, soy, vinegar, garlic, sugar, sesame oil, cornstarch, and chili paste. Stir to combine. Remove ⅓ cup of the marinade and set aside.Add the chicken to the remaining marinade and let sit for at least 15 minutes up to 4 hours.Heat a large, heavy cast-iron or stainless steel skillet with a lid over high heat.Pour 1 teaspoon of the vegetable oil into the pan and swirl to coat.Use a slotted spoon to add half the chicken to the skillet, and stir and scrape the bottom with a wooden spoon.Cook chicken for about 2 to 3 minutes on each side, until golden brown. (Cover briefly, as needed, to prevent splatters.) Transfer to a plate and set aside. If your skillet has caked-on starch or burned garlic, return it to the heat and add a cupful of water to help scrape it off. Discard into the sink and wipe the skillet dry with paper towels.Heat another 1 teaspoon of oil. Repeat with the remaining chicken.Clean the skillet once more and pour in the remaining teaspoon of oil. Once hot, stir in the onions and sauté them until they are lightly charred but still retain some crunch, about 2 minutes.Add the chicken back in.Pour in the remaining marinade and add 1/2 cup water.Cook for another minute, then stir in the bok choy until wilted.Transfer to a platter and top with the crushed peanuts and basil.Serve over rice, or cauliflower rice, if desired. Makes 8 cups.']",Asian,Dinner
Instant Pot Bolognese Sauce,"['▢ 4 ounces pancetta, or center cut bacon, chopped▢ 1 tablespoon unsalted butter▢ 1 large  white onion, minced▢ 2 celery stalks, about 3/4 cup, minced▢ 2 carrots, about 3/4 cup, minced▢ 2 lb lean ground beef▢ 1/4 cup dry white wine, such as Pinot Grigio▢ 2 28 oz cans crushed tomatoes , (I love Tuttorosso)▢ 3 bay leaves▢ 1/2 teaspoon kosher salt and fresh black pepper, to taste▢ 1/2 cup half & half cream▢ 1/4 cup chopped fresh parsley']",15,"['Press saute on the Instant Pot, sauté the pancetta over low heat until the fat melts, about 4-5 minutes.Add the butter, onion, celery and carrots and cook until soft, about 6 to 8 minutes.Add the meat and season it with 3/4 teaspoons salt and black pepper to taste and sauté until browned, about 4 to 5 minutes, breaking the meat up into smaller pieces with a wooden spoon as it cooks.Add the wine and cook until it reduces down, about 3-4 minutes.Add crushed tomatoes, bay leaves, 3/4 teaspoon salt and fresh cracked black pepper; cover and cook high pressure 15 minutes.Natural release, stir in the half & half and garnish with parsley; serve over your favorite pasta, zucchini noodles or spaghetti squash.']",American,Dinner
"Sweet Potato Soup with Sausage (Slow Cooker, Instant Pot, Stove)","['▢ 2 teaspoons extra-virgin olive oil▢ 1 pound mild Italian chicken sausage, casings removed*▢ 1 yellow onion, diced▢ 4 cloves garlic, minced▢ 1/2 teaspoon apple cider vinegar▢ 2 1/2 teaspoons Adobo Seasoning, *▢ 1/2  teaspoon kosher salt▢ 1/2 teaspoon dried thyme▢ 1/2 teaspoon freshly ground black pepper▢ 1 sprig rosemary▢ 1 pound orange-fleshed sweet potatoes, peeled and cubed▢ 6 cups unsalted chicken Bone Broth▢ 1/4 cup Dairy-Free Heavy Cream, optional ▢ 1 bunch lacinato (Tuscan kale) or Swiss chard, stems and ribs removed and leaves torn (about 2 cups loosely packed)']",10,"['In a large skillet, heat the oil over medium-high heat.Add the sausage and cook, breaking it up with a wooden spoon and stirring frequently, for 2 to 3 minutes, until browned.Add the onion and garlic and cook, stirring, for 1 to 2 minutes, until the onion begins to soften.', 'Slow Cooker Version:Transfer to the slow cooker with the 6 cups broth, apple cider vinegar, adobo seasoning, salt, thyme, pepper, rosemary, and sweet potatoes. Cover and cook on low for 6 hours or on high for 3 hours.Remove and discard the rosemary sprig.Scoop out 1 cup of the broth, onion, and sweet potatoes, being careful to avoid the sausage, and transfer to a blender. Add the 1/4 cup cream, if using, to the blender, blend on high speed until smooth, and return the puree to the pot. Switch the slow cooker to high heat, add the kale, and simmer, covered, for 10 to 15 minutes, until thickened. Serve immediately.', 'Instant Pot Version:Transfer all the ingredients to the pressure cooker add 5 cups of the broth, apple cider vinegar, adobo seasoning, salt, thyme, pepper, rosemary, and sweet potatoes and cook for 10 minutes. Let the pressure release naturally.Remove and discard the rosemary sprig.Scoop out 1 cup of the broth onion and sweet potatoes being careful to avoid the sausage and transfer to a blender. Add the cream to the blender blend on high speed until smooth and return the puree to the pot.Add the kale turn the machine to sauté on high bring the soup to a boil and boil for 1 to 2 minutes until thickened. Serve immediately.', 'No Slow Cooker, No ProblemLet this simmer in a large pot on the stove 1 1/2 hours, covered over low heat.']",American,Dinner
Everything Bagel Pigs in a Blanket,"['▢ 1 cup unbleached all-purpose flour, whole wheat or gluten-free mix, , plus more for dusting (5 ounces)▢ 2 teaspoons baking powder▢ 3/4 teaspoon kosher salt▢ 1 cup non-fat plain Greek yogurt, I recommend Stonyfield or Fage 0%▢ 1 egg white, beaten (whole egg works fine too)▢ 8 turkey hot dogs, such as Applegate Naturals, halved crosswise▢ 2 teaspoons Everything Bagel seasoning']",20,"['Preheat oven to 400 degrees F.Line a baking sheet with a silicon baking mat or\xa0parchment paper. If using parchment paper, spray with oil to avoid sticking.In a medium bowl combine the flour, baking powder and salt and whisk well.Add the yogurt and mix with a fork or spatula until well combined, it will look like small crumbles.Lightly dust flour on a work surface and remove dough from the bowl, knead the dough a few times until dough is smooth and tacky, but not sticky, about 15 turns (it should not leave dough on your hand when you pull away).Divide dough into 16 equal balls.Dust your work surface and a rolling pin with more flour.Press a ball flat then roll into a\xa0 4 ½-inch oval.Wrap the dough around a hot dog half and place on the prepared baking sheet.\xa0Repeat with remaining hot dogs and dough.Brush each with the egg wash and sprinkle with Everything Bagel seasoning.Bake in oven for 25 minutes. Allow to cool for 10 minutes and serve.']",American,"Appetizer, Snack"
Garlic Butter Mushrooms,"['▢ 1 pound Cremini or Baby Bella mushrooms, quartered▢ 1 tablespoon extra-virgin olive oil▢ 1 teaspoon kosher salt▢ Freshly ground black pepper▢ 2 tablespoons unsalted butter▢ 4 large garlic cloves, minced▢ Chopped fresh Italian parsley, for garnish']",5,"['In a large bowl, toss mushrooms with olive oil, salt and pepper to taste.Add butter to a large skillet over medium heat.When butter has melted and starts to foam, add the garlic.Sauté garlic for 30 seconds then add the mushrooms.\xa0 Toss to evenly coat.Cook mushrooms for 10-12 minutes, stirring every 2 minutes to allow the edges to evenly caramelize.Garnish with parsley and serve.']",American,Side Dish
"Healing Turmeric Chicken Noodle Soup (GF, DF)","['▢ 1/2 tablespoon olive oil▢ 1 cup chopped scallions▢ 1 cup chopped carrots, half moons▢ 3/4 cup sliced celery, from one or 2 ribs of celery▢ 1/2 teaspoon kosher salt▢ black pepper, to taste▢ 3/4 cup quartered grape tomatoes▢ 32 ounce container chicken bone broth, or chicken broth▢ 4 cups water▢ 2 bouillon cubes▢ 4 boneless skinless chicken thighs, or breasts▢ 3/4 teaspoon ground turmeric▢ 1 teaspoon grated ginger▢ 1 medium zucchini, quartered lengthwise and sliced 1/2 inch thick▢ 3 cups broccoli florets, cut small▢ 12 ounces vermicelli rice noodles▢ 6 loose cups  baby spinach▢ 1 lemon, optional']",20,"['In a large\xa0pot\xa0or\xa0dutch oven\xa0over\xa0medium heat, add 1/2\xa0tablespoon\xa0of\xa0olive oil.Add the scallions,\xa0carrots\xa0and\xa0celery\xa0and season with\xa0salt\xa0and black\xa0pepper, sauté 4 to 5 minutes\xa0until they start to become tender.Add the tomatoes and\xa0stir, cook 3 to 4 more minutes. Increase heat to high, pour in the broth, water, bouillon,\xa0chicken thighs,\xa0turmeric,\xa0ginger\xa0and bring to a\xa0boil, cover and\xa0simmer\xa0on low 1 hour until chicken shreds easy and the\xa0vegetables are tender.Add the zucchini, broccoli and cook 5 minutes.Meanwhile cook\xa0noodles\xa0according to package directions.Place 1 cup of spinach in each wide shallow\xa0bowl, then add the\xa0noodles\xa0to each. Top with 2 cups soup.Serve with\xa0lemon, if desired.']",American,"Dinner, Lunch"
Apple Pie Overnight Oats,"['For the apples:▢ 1 medium apple, chopped▢ 2 teaspoons ground cinnamon▢ 1 tablespoon pure maple syrup▢ Sea salt', 'For the oats:▢ 1 ½ cups unsweetened almond milk, or milk of your choice▢ 2 teaspoons chia seeds▢ 1 teaspoon vanilla extract▢ 1 teaspoon ground cinnamon▢ 1/8 teaspoon ground nutmeg▢ ½ tablespoon pure maple syrup▢ 1 cup old fashioned oats, or gluten-free oats▢ 2 tablespoons chopped walnuts, for topping']",10,"['For the apples:Add the apples, cinnamon, maple syrup and a pinch of sea salt to small sauce pan over low heat.Mix to combine then cover and cook for about 10 minutes, stirring occasionally, until the apples are tender.Remove the lid, increase the heat to medium and cook an additional 2-3 minutes or until the sauce thickens slightly and coats the apples and excess liquid evaporates.Remove from the heat and set aside while you make the oats.', 'For the oats:In a small bowl, add the milk, chia seeds, vanilla, cinnamon, nutmeg, and maple syrup.Add the oats and mix to combine.Add 1/4 of the oat mixture to 2 mason jars (8oz) or airtight containers (with lids).Layer each evenly with ¼ of the apples then top each with an equal amount of the remaining oats and 1 tablespoon walnuts.Cover and refrigerate overnight.Oats may be eaten cold, at room temperature or warm.']",American,Breakfast
Black Bean Soup (Freezer Friendly),"['For the beans:▢ 1 pound dry black beans▢ 1 small red bell pepper, halved and seeded▢ 1 small onion, quartered▢ 2 cloves garlic, whole▢ 3 bay leaves', 'For the soup:▢ 1 tbsp olive oil▢ 1 large onion, diced▢ 1/2 cup parsley, chopped▢ 1 red bell pepper, diced▢ 2 medium carrots, diced▢ 5 cloves garlic, minced▢ 1 tbsp red wine vinegar▢ 1/4 cup white wine, (2 ounces)▢ 1 teaspoon cumin▢ 1 teaspoon oregano▢ 1 chicken bouillon cube, or vegetable bullion cube▢ 3/4 tsp kosher salt▢ black pepper, to taste▢ avocado, sour cream, red onions, scallions, chives and/or cilantro, for topping']",10,"['Soak The BeansOvernight Method: Rinse beans and place in a large pot with about 8 cups of water. Soak beans overnight. To reduce the cook time, use this quicker method: Cover the pot and bring to a boil, then remove from heat and let the beans sit, covered for 1 hour.', ""Cook the soupDrain and discard the water, then add 9 cups of fresh cold water.Add 1 bell pepper, 2 cloves garlic, the small onion and bay leaves to the beans. Bring to a boil and reduce heat to low. Simmer, covered for about 1 1/2 hours, or until the beans are tender, stirring occasionally. (Add water if necessary) Discard the veggies. Meanwhile, in a large skillet, heat oil on medium-low. Add chopped vegetables (onion, parsley, carrots, pepper, garlic) season with 1/2 teaspoon salt and black pepper, to taste and sauté for about 5 to 6 minutes, or until soft. Add the vegetables to the soup after it has simmered an hour, then add wine, vinegar, cumin, oregano, bouillon, and adjust water if needed.Cover and simmer on low about 30 minutes, stirring.Remove bay leaves, then using an immersion blender, partially blend the soup for about 10 seconds to thicken. If you don't have an immersion blender, put about 3 cups of the soup in a blender, then add it back to the pot.Adjust 1/4 teaspoon salt, pepper and cumin to taste and ladle about 1 1/4 cups into each bowl.Top with sour cream if desired, chopped onions, scallions, chives or/or cilantro and enjoy!""]",American,"Dinner, Soup"
Chicken Banh Mi (Vietnamese sandwich),"['Pickled vegetables:▢ 2 medium carrots , peeled cut into 2-3mm / 1/10″ batons (Note 1)▢ 1/2 large white radish (daikon), peeled, cut the same as carrots (Note 1)▢ 1 1/2 cups boiling water▢ 1/2 cup white sugar▢ 4 tsp cooking / kosher salt▢ 3/4 cup rice wine vinegar (sub apple cider vinegar)', 'Banh Mi:▢ 4 crusty white rolls ~ 20cm/8"" (Note 2)▢ 2 – 3 tbsp salted butter▢ 120g/ 4 oz  chicken pate (or other pate of choice)▢ 4 tbsp whole egg mayonnaise or Kewpie▢ 4 cups (400g/ 14oz) shredded chicken (1 small store bought or homemade brined roast chicken, or poached breast)▢ 2 – 3 green onion stems , cut to bread roll length (3 pieces per Banh Mi)▢ 1 cucumber , thinly sliced lengthwise (2 slices per Banh Mi)▢ 1 1/2 cups (lightly packed) coriander/cilantro sprigs▢ 1/4 tsp Maggi seasoning per Banh Mi (Note 3)▢ 2 – 3 birds eye or Thai red chilli , finely sliced']",15,"['Pickled vegetables:Pickle – In a large bowl, dissolve the salt and sugar in the hot water. Stir in vinegar. Add carrots and daikon – they should just about be covered.2 hours – Leave for 2 hours until slightly floppy. Drain well then use per recipe.', ""Banh Mi:Split the bread roll in half but don't cut all the way through.Butter – Spread the lid with butter.Pate then mayo – Spread the base with 1 to 2 tablespoons pate (be generous!), then 1 1/2 tbsp mayonnaise.Chicken & Maggi – Pile on shredded chicken, drizzle with 1/4 tsp Maggi seasoning (you can always add more later).Fresh stuff! Stuff with pickled vegetables, 2 slices of cucumber, 3 slices of green onion and coriander. Finally, sprinkle with as much chilli as you dare. Jam the lid down and devour!""]",Vietnamese,Sandwich
Mango pancakes,"['The pancake (crepe!):▢ 1 cup milk , full fat▢ 1/3 cup plain flour (all-purpose flour)▢ 1/4 cup cornflour / cornstarch▢ 1/4 cup icing sugar / powdered sugar▢ 3 large eggs (55-60g/2oz each)▢ 1/4 tsp yellow food colouring (Note 1)▢ Canola oil spray', 'Mango (Note 2):▢ 2 large ripe mangoes , skin peeled with a knife, cut into 10 to 12 pieces (7 x 2.5 x 1 cm, 3 x 1 x 1/2"")', 'Cream filling:▢ 3/4 cup thickened/heavy cream , fridge cold▢ 3 tbsp icing sugar / powdered sugar , sifted▢ 1/2 tsp vanilla extract']",20,"['Pancake:Batter – Place the milk in a bowl. Sift the flour, cornflour and icing sugar in then whisk until lump free. Add eggs and food colouring, whisk until combined. It will be a very thin, watery batter.Refrigerate for 1 hour. (Note 3)Measure batter – Give the batter a mix (to stir in flour settled at bottom) then measure out 45 ml (3 tbsp) of crepe batter.Non-stick pan – Use a 18cm/7"" non-stick pan (Note 4). Spray lightly with oil then heat over a medium low stove.Cook pancake – Pour the batter into the middle – it should sizzle very lightly – then swirl to cover the base in a thin layer. Cook for 45 seconds to 1 minute or until the middle is set to touch. About halfway through cooking, start loosening the edges with a rubber spatula to ensure it flips out easily. Flip the crepe out upside down onto a large cutting board. GOAL:\xa0Surface is set, underside has no golden patches. (Note 5) Adjust heat as needed.Cook more! Spray pan with oil then continue cooking the pancakes. You can flip them out on top of each other.Cool – Full cool the crepes for 1 hour before using.', 'Assembling:Cream – Just before assembling, place the cream, icing sugar and vanilla in a cold bowl and beat until stiff (about 2 minutes on speed 8 of a 10 speed hand mixer).Filling – Place a crepe on a work surface so the side that was in contact with the pan is facing up. (Note 6) Spread 1cm/1/3"" thick layer of cream one-third of the way up the pancake, in the shape of a piece of mango. Top with mango.Roll, burrito style (see step photos or video), ending with the seam-side down. Repeat with remaining pancakes.Serve immediately! Mango pancakes wait for no-one (due to the cream).']","Asian, Chinese",Dessert
Lunchbox Pizza Bread (easy),"['DRY INGREDIENTS:▢ 2 cups plain flour  (all-purpose flour)▢ 1 1/2 tsp baking powder▢ 1/2 tsp baking soda / bi-carb soda , sifted (Note 1)▢ 1/2 tsp cooking/kosher salt', 'WET:▢ 1 large egg (60g / 2 oz)▢ 1 cup milk (full or low fat)▢ 1/4 cup sour cream , or plain yogurt▢ 3 tbsp olive oil', 'CHEESE FOR BATTER:▢ 1 cup shredded cheese  (colby, cheddar, Monterey Jack, Devondale ""3 cheese blend"") (Note 2)', 'PIZZA TOPPINGS:▢ 1 1/2 cups shredded cheese,  same as above (Note 2)▢ 1/2 cup pizza sauce , store bought or homemade (any of them)▢ 1/4 red onion , finely sliced▢ 1/2 green capsicum / bell pepper , finely sliced▢ 1/4 cup sliced kalamata olives▢ 50g/ 2 oz  pepperoni slices (about 1/2 cup)']",15,"['Preheat oven to 180°C/350°F (160°C fan). Oil spray a 23 x 33 cm (9 x 13"") metal pan then line with baking / parchment paper (Note 3).Whisk Dry ingredients in a large bowl.Whisk Wet ingredients in a separate bowl until combined.Combine Wet & Dry – Pour Wet into the Dry ingredients. Mix with a rubber spatula until the flour is mostly mixed in but you can still see a bit of flour. Add cheese then stir until you can no longer see flour. Some small lumps is fine, they will bake out.Assemble – Scrape into the baking pan and evenly spread – it\'s not that thick, remember it rises! Spread the surface with pizza sauce. Sprinkle with cheese, then (in this order) onion, capsicum, olives then pepperoni.Bake 40 min – Bake 25 minutes uncovered. Cover with a baking tray (or foil) then bake for a further 15 minutes.Cool 10 minutes in the pan then use the paper overhang to lift or slide out onto a cooling rack. Cool for a further 10 minutes before slicing to serve.Serving – Great at room temp though for VIP\'s, sometimes I warm it in the oven, drizzle with a swish of olive oil and sprinkle with a pinch of oregano.']",Western,"Baking, Breads, Lunchbox, Snacks"
Carbonara,"['▢ 175g/6 oz guanciale (pancetta or block bacon),  weight after skin removed (Note 1)▢ 2 large eggs (Note 2)▢ 2 egg yolks (Note 2)▢ 100g/3.5 oz parmigiano reggiano , finely shredded (or pecorino romano, sub parmesan, Note 3)▢ 1/4 tsp black pepper▢ 400g/14 oz spaghetti▢ 1 tbsp cooking/kosher salt (for cooking pasta)▢ 1/2 cup pasta cooking water▢ 1 garlic clove , finely minced (optional, Note 4)', 'Garnish (optional):▢ Parsley , finely chopped▢ Parmigiano reggiano']",5,"['Guanciale – Cut into 0.5cm / 1/5"" thick slices then into batons.Carbonara sauce – Place eggs and yolks in a large bowl. Whisk to combine. Then stir in the parmesan and pepper.Cook pasta – Bring 4 litres (4 quarts) of water to the boil with the salt. Add pasta and cook per the packet directions.Reserve pasta water – Just before draining, scoop out 1 cup of pasta cooking water, then drain the pasta.Cook guanciale – While the pasta is cooking, place guanciale in a non stick pan over medium high heat. Cook for 4 to 5 minutes until golden. No oil needed – as the guanciale heats up, the fat will melt so it fries in its own fat. If using garlic, add it in the last minute.Pasta in pan – Tip the hot pasta into the pan and toss to coat in guanciale fat.Mix pasta in sauce – Transfer the pasta and any residual fat in the pan into the bowl with the egg. Add 1/2 cup (125 ml) pasta cooking water. Stir vigorously using the handle of a wooden spoon for 1 minute and watch as the sauce transforms from watery to creamy and clings to the pasta strands!Serve – Transfer into warm bowls. Serve immediately, garnished with a little extra parmigiana reggiano if desired, and a pinch of black pepper and finely chopped parsley.']",Italian,Mains
Gazpacho,"['Gazpacho:▢ 1 kg / 2 lb ripe tomatoes (~7), cut into 8 wedges, core removed▢ 1 cucumber (20cm/8"" long) , peeled and diced into 1cm / 1/2"" cubes▢ 1 red capsicum/bell pepper , cut into 1.5 cm / 1/2″ cubes▢ 2 garlic cloves , chopped▢ 1/4 cup red onion , finely diced (Note 1)▢ 1/4 cup extra virgin olive oil , + extra for serving▢ 1 1/2 tbsp sherry vinegar (sub white wine or champagne vinegar)▢ 3/4 tsp cooking/kosher salt▢ 1/2 tsp black pepper', 'Serving:▢ Crusty bread▢ Cucumber , cut into small cubes (optional)']",15,"['Marinate – Toss all the gazpacho ingredients together in a large bowl. Cover then set aside to marinate, preferably 12 to 24 hours, or at least 3 hours. (Note 3)Blitz – Transfer everything into a blender and blitz on high until smooth. (Or use a tall jug with a hand blender). For 100% perfectly smooth, pass through a fine mesh strainer or food mill and discard solids (Note 2)Serve – Pour into a bowl. Rest for 15 minutes to let the bubbles subside. Stir, then ladle into bowls.Garnish – Top with diced cucumber, if using, and a swish of olive oil. Serve with crusty bread!']",Spanish,"Light mains, Mains, Soup"
Chorizo chickpea stew (quick!),"['▢ 1 1/2 tbsp olive oil▢ 250g / 8 oz chorizo (2 pieces) , cut into 8mm / 1/3″ slices (Note 1)▢ 2 garlic cloves , minced▢ 1/2 tsp dried thyme▢ 1/2 tsp smoked paprika (sub normal paprika)▢ 1 bay leaf , preferably fresh, otherwise dried▢ 400g / 14oz  can crushed tomato▢ 400g/14 oz  can chickpeas , drained (or other beans of choice)▢ 1 cup chicken stock/broth , low sodium▢ 1/4 tsp cooking/kosher salt▢ 1/4 tsp black pepper']",7,"['Sauté chorizo – Heat olive oil in a large saucepan or small pot over medium high heat. Add chorizo and cook for 3 minutes or until golden.Sauté aromatics – Add garlic, thyme, paprika and bay leaf, then stir for 1 minute.Add everything else – Add tomato, chickpeas, chicken stock, salt and pepper. Stir, bring to a simmer then lower the heat down to medium low so it is simmering very gently.Cook for 15 minutes (no lid), stirring regularly to ensure the base does not catch, until the sauce has reduced and thickened.Serve – Discard bay leaf and serve. I love this with hot crusty bread (slathered with butter!).']","Spanish, Spanish Style, Western",Mains
